timestamp,review,reason,segment_index,speaker,speaker_id,original_text,step1_text,step2_text,num_edits,edits_json,warnings_json,metadata_json
2025-08-27T07:40:43.180566,true,many_edits,0,Client Name,300,um so like our budget is around you know fifty thousand and we need this by next quarter i think.,um so like our budget is around you know fifty thousand and we need this by next quarter i think.,"Our budget is around fifty thousand, and we need this by next quarter.",4,"[{""type"": ""filler"", ""from"": ""um so like"", ""to"": """", ""why"": ""Removed filler words.""}, {""type"": ""grammar"", ""from"": ""around you know fifty thousand"", ""to"": ""around fifty thousand"", ""why"": ""Removed filler word 'you know'.""}, {""type"": ""grammar"", ""from"": ""next quarter i think"", ""to"": ""next quarter."", ""why"": ""Removed filler word 'i think' and added punctuation.""}, {""type"": ""capitalization"", ""from"": ""Our budget"", ""to"": ""Our budget"", ""why"": ""Corrected capitalization.""}]",[],"{""people"": [""Sarah""], ""companies"": [""TechCorp""], ""locations"": [""Mumbai""], ""frameworks"": [""MEDDIC""]}"
2025-08-27T07:40:45.448403,true,many_edits,0,Prospect,500,We at Microsoft Microsoft have offices in Bangalore and Chennai Chennai.,We at Microsoft Microsoft have offices in Bangalore and Chennai Chennai.,We at Microsoft have offices in Bengaluru and Chennai.,3,"[{""type"": ""entity"", ""from"": ""Microsoft Microsoft"", ""to"": ""Microsoft"", ""why"": ""Remove duplicate company name.""}, {""type"": ""entity"", ""from"": ""Bangalore"", ""to"": ""Bengaluru"", ""why"": ""Normalize location name based on metadata.""}, {""type"": ""entity"", ""from"": ""Chennai Chennai"", ""to"": ""Chennai"", ""why"": ""Remove duplicate location name.""}]",[],"{""people"": [""John""], ""companies"": [""Microsoft""], ""locations"": [""Bengaluru"", ""Chennai""], ""frameworks"": [""BANT""]}"
2025-08-27T07:40:47.659573,true,many_edits,0,Sales Person,600,so um Dave from amazon web services based in Hyderabad mentioned that they need SAAS solution by Q1.,so um Dave from amazon web services based in Hyderabad mentioned that they need SAAS solution by Q1.,David from AWS based in Hyderabad mentioned that they need a SaaS solution by Q1.,5,"[{""type"": ""filler"", ""from"": ""so um"", ""to"": null, ""why"": ""Remove filler words""}, {""type"": ""entity"", ""from"": ""Dave"", ""to"": ""David"", ""why"": ""Normalize name from metadata""}, {""type"": ""entity"", ""from"": ""amazon web services"", ""to"": ""AWS"", ""why"": ""Normalize company to abbreviation from metadata""}, {""type"": ""entity"", ""from"": ""SAAS"", ""to"": ""SaaS"", ""why"": ""Correct abbreviation capitalization""}, {""type"": ""punct"", ""from"": ""."", ""to"": ""."", ""why"": ""Add missing punctuation""}]",[],"{""people"": [""David""], ""companies"": [""AWS""], ""locations"": [""Hyderabad""], ""frameworks"": [""MEDDIC""]}"
2025-08-27T07:53:32.537796,true,many_edits,0,Client Name,300,um so like our budget is around you know fifty thousand and we need this by next quarter i think.,um so like our budget is around you know fifty thousand and we need this by next quarter i think.,"Our budget is around fifty thousand, and we need this by next quarter.",4,"[{""type"": ""filler"", ""from"": ""um so like"", ""to"": """", ""why"": ""Removed filler words.""}, {""type"": ""grammar"", ""from"": ""around you know fifty thousand"", ""to"": ""around fifty thousand"", ""why"": ""Removed filler word 'you know'.""}, {""type"": ""grammar"", ""from"": ""next quarter i think"", ""to"": ""next quarter."", ""why"": ""Removed filler word 'i think' and added punctuation.""}, {""type"": ""capitalization"", ""from"": ""Our budget"", ""to"": ""Our budget"", ""why"": ""Corrected capitalization.""}]",[],"{""people"": [""Sarah""], ""companies"": [""TechCorp""], ""locations"": [""Mumbai""], ""frameworks"": [""MEDDIC""]}"
2025-08-27T07:53:36.347552,true,many_edits,0,Sales Person,600,so um Dave from amazon web services based in Hyderabad mentioned that they need SAAS solution by Q1.,so um Dave from amazon web services based in Hyderabad mentioned that they need SAAS solution by Q1.,David from AWS based in Hyderabad mentioned that they need a SaaS solution by Q1.,5,"[{""type"": ""filler"", ""from"": ""so um"", ""to"": null, ""why"": ""Remove filler words""}, {""type"": ""entity"", ""from"": ""Dave"", ""to"": ""David"", ""why"": ""Normalize name based on metadata""}, {""type"": ""entity"", ""from"": ""amazon web services"", ""to"": ""AWS"", ""why"": ""Normalize company name to abbreviation based on metadata""}, {""type"": ""entity"", ""from"": ""SAAS"", ""to"": ""SaaS"", ""why"": ""Correct abbreviation capitalization""}, {""type"": ""punct"", ""from"": ""."", ""to"": ""."", ""why"": ""Add missing punctuation""}]",[],"{""people"": [""David""], ""companies"": [""AWS""], ""locations"": [""Hyderabad""], ""frameworks"": [""MEDDIC""]}"
2025-08-27T08:05:15.138054,true,many_edits,0,Client Name,300,um so like our budget is around you know fifty thousand and we need this by next quarter i think.,um so like our budget is around you know fifty thousand and we need this by next quarter i think.,"Our budget is around fifty thousand, and we need this by next quarter.",4,"[{""type"": ""filler"", ""from"": ""um so like"", ""to"": ""Our"", ""why"": ""Remove filler words and capitalize the start of the sentence.""}, {""type"": ""filler"", ""from"": ""you know"", ""to"": null, ""why"": ""Remove filler words.""}, {""type"": ""filler"", ""from"": ""i think"", ""to"": null, ""why"": ""Remove filler words.""}, {""type"": ""punct"", ""from"": null, ""to"": ""."", ""why"": ""Add terminal punctuation.""}]",[],"{""people"": [""Sarah""], ""companies"": [""TechCorp""], ""locations"": [""Mumbai""], ""frameworks"": [""MEDDIC""]}"
2025-08-27T08:05:16.963051,true,many_edits,0,Prospect,500,We at Microsoft Microsoft have offices in Bangalore and Chennai Chennai.,We at Microsoft Microsoft have offices in Bangalore and Chennai Chennai.,We at Microsoft have offices in Bengaluru and Chennai.,4,"[{""type"": ""entity"", ""from"": ""Microsoft Microsoft"", ""to"": ""Microsoft"", ""why"": ""Removed duplicate company name.""}, {""type"": ""entity"", ""from"": ""Bangalore"", ""to"": ""Bengaluru"", ""why"": ""Normalized location name to match metadata.""}, {""type"": ""entity"", ""from"": ""Chennai Chennai"", ""to"": ""Chennai"", ""why"": ""Removed duplicate location name.""}, {""type"": ""grammar"", ""from"": ""We at Microsoft Microsoft have offices in Bangalore and Chennai Chennai"", ""to"": ""We at Microsoft have offices in Bengaluru and Chennai"", ""why"": ""Corrected duplicate entities and normalized location.""}]",[],"{""people"": [""John""], ""companies"": [""Microsoft""], ""locations"": [""Bengaluru"", ""Chennai""], ""frameworks"": [""BANT""]}"
2025-08-27T08:05:18.597769,true,many_edits,0,Sales Person,600,so um Dave from amazon web services based in Hyderabad mentioned that they need SAAS solution by Q1.,so um Dave from amazon web services based in Hyderabad mentioned that they need SAAS solution by Q1.,David from AWS based in Hyderabad mentioned that they need a SaaS solution by Q1.,5,"[{""type"": ""filler"", ""from"": ""so um"", ""to"": null, ""why"": ""Remove filler words""}, {""type"": ""capitalization"", ""from"": ""dave"", ""to"": ""David"", ""why"": ""Capitalize proper noun""}, {""type"": ""entity"", ""from"": ""amazon web services"", ""to"": ""AWS"", ""why"": ""Use company abbreviation from metadata""}, {""type"": ""capitalization"", ""from"": ""saas"", ""to"": ""SaaS"", ""why"": ""Correct abbreviation casing""}, {""type"": ""capitalization"", ""from"": ""so um Dave from amazon web services based in Hyderabad mentioned that they need SAAS solution by Q1."", ""to"": ""David from AWS based in Hyderabad mentioned that they need a SaaS solution by Q1."", ""why"": ""Capitalize first word and add terminal punctuation""}]",[],"{""people"": [""David""], ""companies"": [""AWS""], ""locations"": [""Hyderabad""], ""frameworks"": [""MEDDIC""]}"
2025-08-27T08:13:11.111078,true,many_edits,0,Prospect,500,We at Microsoft Microsoft have offices in Bangalore and Chennai Chennai.,We at Microsoft Microsoft have offices in Bangalore and Chennai Chennai.,We at Microsoft have offices in Bengaluru and Chennai.,4,"[{""type"": ""entity"", ""from"": ""Microsoft Microsoft"", ""to"": ""Microsoft"", ""why"": ""Removed duplicate company name.""}, {""type"": ""entity"", ""from"": ""Bangalore"", ""to"": ""Bengaluru"", ""why"": ""Normalized location name based on metadata.""}, {""type"": ""entity"", ""from"": ""Chennai Chennai"", ""to"": ""Chennai"", ""why"": ""Removed duplicate location name.""}, {""type"": ""grammar"", ""from"": ""We at Microsoft have offices in Bengaluru and Chennai."", ""to"": ""We at Microsoft have offices in Bengaluru and Chennai."", ""why"": ""Corrected grammar and punctuation.""}]",[],"{""people"": [""John""], ""companies"": [""Microsoft""], ""locations"": [""Bengaluru"", ""Chennai""], ""frameworks"": [""BANT""]}"
2025-08-27T08:13:12.972324,true,many_edits,0,Sales Person,600,so um Dave from amazon web services based in Hyderabad mentioned that they need SAAS solution by Q1.,so um Dave from amazon web services based in Hyderabad mentioned that they need SAAS solution by Q1.,David from AWS based in Hyderabad mentioned that they need a SaaS solution by Q1.,6,"[{""type"": ""filler"", ""from"": ""so um"", ""to"": null, ""why"": ""Remove filler words""}, {""type"": ""entity"", ""from"": ""Dave"", ""to"": ""David"", ""why"": ""Normalize name based on metadata""}, {""type"": ""entity"", ""from"": ""amazon web services"", ""to"": ""AWS"", ""why"": ""Normalize company name to abbreviation based on metadata""}, {""type"": ""capitalization"", ""from"": ""So"", ""to"": ""David"", ""why"": ""Capitalize first word of sentence""}, {""type"": ""grammar"", ""from"": ""need SAAS solution"", ""to"": ""need a SaaS solution"", ""why"": ""Add article 'a' and correct abbreviation casing""}, {""type"": ""punct"", ""from"": null, ""to"": ""."", ""why"": ""Add terminal punctuation""}]",[],"{""people"": [""David""], ""companies"": [""AWS""], ""locations"": [""Hyderabad""], ""frameworks"": [""MEDDIC""]}"
